timestamp,user_id,user_role,lead_row_id,field_changed,old_value,new_value
2026-04-21T10:37:10.358Z,sr07,sales_rep,515asjce12,updated,,call_status
2026-04-21T10:37:55.949Z,sr07,sales_rep,5i6r0gf1qc,updated,,"remarks,lead_status"
2026-04-21T10:41:33.527Z,sr07,sales_rep,uih5qmv1t9,updated,,"remarks,lead_status,call_status"
2026-04-21T10:49:58.100Z,sr07,sales_rep,qgt0qxpph0,updated,,"remarks,call_status"
2026-04-21T11:27:28.998Z,sr09,sales_rep,vxldzoyr2i,updated,,"call_status,next_followup_date,next_followup_time,remarks"
2026-04-21T11:27:37.983Z,sr09,sales_rep,vxldzoyr2i,updated,,lead_status
2026-04-21T11:29:15.613Z,sr09,sales_rep,nm12ntmn7b,updated,,"next_followup_date,remarks"
2026-04-21T11:32:15.434Z,sr09,sales_rep,gsmhbqdu5k,updated,,remarks
2026-04-21T11:42:54.714Z,sr09,sales_rep,bzg8b48zrb,updated,,"remarks,next_followup_date"
2026-04-21T11:46:59.116Z,sr09,sales_rep,xh6zq7cifn,updated,,lead_quality
2026-04-21T11:53:51.859Z,sr09,sales_rep,xh6zq7cifn,updated,,"lead_status,next_followup_date,remarks"
2026-04-21T11:57:22.341Z,sr09,sales_rep,mizk78dgcl,updated,,"remarks,next_followup_date"
2026-04-21T12:01:23.918Z,sr09,sales_rep,d0j952txj7,updated,,"remarks,next_followup_date,call_status,lead_status"
2026-04-21T12:05:33.648Z,sr09,sales_rep,pjk9tcyok9,updated,,"remarks,next_followup_date"
2026-04-21T12:07:15.180Z,sr09,sales_rep,ummiipghit,updated,,remarks
2026-04-21T12:07:20.082Z,sr09,sales_rep,ummiipghit,updated,,next_followup_date
2026-04-21T12:10:11.039Z,sr09,sales_rep,e98g3c9t8z,updated,,"remarks,lead_status"
2026-04-21T12:10:14.512Z,sr09,sales_rep,e98g3c9t8z,updated,,next_followup_date
2026-04-21T12:11:14.354Z,sr09,sales_rep,wum77f7oub,updated,,"remarks,lead_status"
2026-04-21T12:12:24.750Z,sr09,sales_rep,8j53oc2xnf,updated,,"call_status,remarks,next_followup_date,next_followup_time"
2026-04-21T12:24:43.632Z,sr06,sales_rep,5hfmnnmmac,updated,,"remarks,meaningful_connect,lead_quality,call_status,assigned_rep_id,lead_status,next_followup_date,next_followup_time"
2026-04-21T12:34:10.985Z,sr06,sales_rep,j8qqhvl9nz,updated,,"assigned_rep_id,remarks"
2026-04-21T12:37:59.814Z,sr07,sales_rep,j11fk51qcc,updated,,"assigned_rep_id,remarks"
2026-04-21T12:40:51.117Z,sr07,sales_rep,u5vjwl4jwj,updated,,"assigned_rep_id,remarks,lead_status"
2026-04-21T12:42:02.824Z,sr07,sales_rep,nq0fq03o6p,updated,,"next_followup_date,next_followup_time"
2026-04-21T12:42:17.406Z,sr07,sales_rep,nq0fq03o6p,updated,,remarks
2026-04-21T12:42:22.479Z,sr07,sales_rep,nq0fq03o6p,updated,,assigned_rep_id
2026-04-21T12:46:50.908Z,sr09,sales_rep,lirdn01323,updated,,"next_followup_date,next_followup_time,remarks,call_status,lead_quality"
2026-04-21T12:51:35.995Z,sr09,sales_rep,r1bbn7i9a3,updated,,"meaningful_connect,lead_quality,call_status,lead_status,remarks"
2026-04-21T13:10:33.506Z,sr09,sales_rep,ydlbgwoyfx,updated,,"meaningful_connect,lead_quality,call_status,lead_status,remarks"
2026-04-21T13:14:47.087Z,sr09,sales_rep,eoywmxftu7,updated,,"call_status,next_followup_date,next_followup_time"
2026-04-21T13:14:58.775Z,sr09,sales_rep,eoywmxftu7,updated,,remarks
2026-04-21T13:22:04.536Z,sr09,sales_rep,52mprw9xsv,updated,,"meaningful_connect,lead_quality,call_status,lead_status,remarks"
2026-04-21T13:25:29.577Z,sr09,sales_rep,70g99q85k4,updated,,"call_status,remarks,next_followup_date,next_followup_time"
2026-04-21T14:01:37.037Z,sr09,sales_rep,7jap1l27ot,updated,,"call_status,next_followup_date,remarks"
2026-04-21T14:04:36.129Z,sr09,sales_rep,aktj7dp42j,updated,,"call_status,next_followup_date,remarks"
2026-04-21T14:06:31.989Z,sr09,sales_rep,orpstagexr,updated,,"remarks,call_status,next_followup_date"
2026-04-21T14:07:57.309Z,sr09,sales_rep,5xrl3ikbnq,updated,,"call_status,meaningful_connect,lead_quality,lead_status,remarks"
2026-04-21T14:09:05.054Z,sr09,sales_rep,ckmkp4xddt,updated,,"call_status,remarks"
2026-04-22T13:17:05.446Z,sr09,sales_rep,7jap1l27ot,updated,,"next_followup_date,remarks"
2026-04-22T13:18:44.945Z,sr09,sales_rep,aktj7dp42j,updated,,"next_followup_date,remarks"
2026-04-22T13:19:48.302Z,sr09,sales_rep,orpstagexr,updated,,"next_followup_date,remarks"
2026-04-22T13:20:56.389Z,sr09,sales_rep,lirdn01323,updated,,remarks
